Title,Genre,Description
iSmart Shankar,"Action, Sci-Fi            ","    iSmart Shankar, starring Ram Pothineni and directed by Puri Jagannadh revolves around a hero who has another man's memory transferred into his head."
Anukokunda Oka Roju,"Mystery, Thriller            ",    A woman with amnesia tries to unravel the mystery of the missing day in her life.
Bheeshma,"Action, Comedy, Romance            ","    The film revolves around Bheeshma, a man making his living as a meme creator, who wants to remain single forever. But will he be able to?"
Karthikeya,"Mystery, Thriller            ",    Karthikeya(Nikhil) who loves to solve mysteries goes to Subramanyapuram for a medical camp where the villagers are frightened by a deadly snake in the temple.How Karthikeya will solve the mystery is the crux of the story.
Desamuduru,"Action, Drama            ","    After thrashing a goon's son, a crime reporter escapes to Kulu Manali where he falls for a woman who soon gets kidnapped."
Gunde Jaari Gallanthayyinde,"Comedy, Drama, Romance            ","    Nitin saw a girl and fell for her.After searching for her he gets her number from a friend. He contacts her and they both fall in love, but little does he know that he was talking to ...                See full summary »"
Pailwan,"Action, Drama, Sport            ","    Krishna, a fierce wrestler, faces challenges in his personal life as he tries to fulfill the dream of his father, an ex-wrestler."
World Famous Lover,Romance            ,"    An amalgamation of four different love stories: Seenayya and Suvarna, a middle-class couple in a small town; Gautham, a youngster romancing in Paris with Iza, Union Leader Srinu in love with his boss lady, and a first college romance."
Theeya Velai Seiyyanum Kumaru,Comedy            ,"    A shy, introvert tries to impress a girl with the help of a love guru."
Raja The Great,"Action, Comedy            ",    Raja who is born blind but has extraordinary senses and is a trained skillful fighter is assigned to rescue a girl.
Kadaram Kondan,"Action, Thriller            ","    Vasu, a young medico, after rescuing one of his patients from a murder attempt finds out that his pregnant wife is abducted, and the kidnappers demand the patient he saved in exchange for her safety."
Sammohanam,Romance            ,"    An unexpected encounter leads a cartoonist, who despises film actors, to fall in love with an actress."
Simha,"Action, Drama            ",    A Tale of Father and Son who brings down Injustice in their reign.
Aithe,"Action, Adventure, Thriller            ",    Irfan Khan (Pavan Malhotra) is a key mafia affiliate in Mumbai. Khan is on the wanted list of criminals in Hyderabad with a bounty of 50 lakhs. Aiming to migrate to Dubai so that he could ...                See full summary »
Takkari Donga,"Action, Adventure, Comedy            ",    Outlaw in the Indian (not Native American) wild west shoots it out with bad guys over a girl and a diamond mine.
Kadhalil Sodhappuvadhu Yeppadi,"Comedy, Romance            ","    A boy and girl fall in and out of love, several times over."
Pammal K. Sambandam,"Comedy, Musical            ",    A single movie stuntman attempts to save the marriage of his hen-pecked brother.
Kanchana 2,"Comedy, Horror            ","    A couple of revenge seeking ghosts haunts an innocent man, and the people surrounding him, to get justice for their murders."
Saroja,"Adventure, Comedy, Crime            ","    Four friends, Jaga, Ganesh, Ajay and Vishwas are motoring to a cricket game. An accident leads them to divert on a side road, where they encounter a criminal gang that has kidnapped a young girl and shot a policeman - in front of them...."
Vel,"Action, Comedy, Drama            ","    On the search of his missing brother, Vasu finds out that Vel is his twin brother and risks his life to clear his brother's problem given by Sakarapandi an X-MLA ."
Pandavulu Pandavulu Thummeda,Comedy            ,"    When Naidu confronts his son's rival group to end their squabbles, he encounters their mother Satya, his long lost love, separated by the twist of fate. As Honey learns the secret between ...                See full summary »"
Doosukeltha,"Action, Comedy            ",    Venkateswara Rao (Vishnu Manchu) and Alekhya (Lavanya Tripathi) met each other when they were children. But for Venkateswara's mischief Alekhya and her mother had to leave their entire ...                See full summary »
Gundamma Katha,"Comedy, Drama            ","    Gundamma, a rich widow, has one goal - to get her spoilt daughter married to a rich boy. She, however, treats her step daughter like a maid. Gundamma does not care about the step daughter's...                See full summary »"
Oohalu Gusagusalade,"Comedy, Romance            ",    N. Venkateswara Rao a.k.a. Venky (Naga Shourya) works in UB TV and his aspiration is to become a news reader just like his father N. Bhanu Murthy who discontinued his work as a news reader ...                See full summary »
Rowdy,"Action, Crime, Drama            ","    Anna rules over his people in Rayalaseema and they revere him as God. When an upcoming project threatens the well- being of his people, Anna opposes it. In the bargain, he earns some dangerous enemies."
Devadas,"Action, Comedy, Drama            ",    A staid doctor's monotonous routine is shaken up when a gangster who is on the run decides to hide from the police in his clinic.
Sokkali Mainor,"Comedy, Drama            ","    To keep her late husband's son and his wife from seeking a divorce, a widow enlists the help of her husband's spirit."
Dhenikaina Ready,"Action, Comedy            ",    A muslim man enter's his uncle's house in disguise to reunite his mother with her brother.
Political Rowdy,Action            ,"    Vithal is a rowdy who commands respect from state heads like CM. He hates women and remains a bachelor even at the age of 45. Kaveri, a naughty college student, grabs the attention of ...                See full summary »"
Anukshanam,"Crime, Thriller            ","    Based on real-life events, this crime thriller traces the terrible trail left by a serial rapist and killer, highlighting the ensuing media coverage, public panic and one police officer's personal crusade to capture the psychopath."
Stalin,"Action, Drama            ",    The story is about how an ex-army officer brings change in society by making people to help each other.
Godavari,"Drama, Romance            ","    While on a cruise on the river Godavari, a romance ensues between a heartbroken idealist Ram and an independent woman, Sita"
Suryam,"Action, Romance            ",    A man sets out to fulfil his mother's last wish after serving his term in a juvenile detention center for a murder he did not commit.
Balu,"Action, Crime            ",    Balu is about a youngster who is ready to sacrifice everything he had for the sake of good.
Savyasachi,Action            ,"    A twin brother of the protagonist is absorbed due to Vanishing Twin Syndrome and controls his left hand. When his life is threatened, the twin brother that never existed protects him like a shield."
Nene Raju Nene Mantri,"Action, Thriller            ",    Radha jogendhra journey to the Chief Minister position and what inspired him to go after political power.
Varsham,"Action, Comedy, Romance            ",    Venkat and Sailaja are youngsters at Warangal who fall in love. Bhadranna is the most dreaded and ruthless landlord in Nizam area. Bhadranna also likes Sailaja and wants to marry her. Ranga...                See full summary »
Kaashmora,"Action, Comedy, Fantasy            ",    Kaashmora uses black magic to conjure an ancient warlord and his queen. Hilarity and horror ensue.
Run Raja Run,"Comedy, Drama            ","    A cheated police officer who has been involved in a scam by his co-officer, goes to jail. His son seeks revenge with an extremely thrilling plan along with his friend."
Abhiyum Naanum,"Comedy, Drama, Family            ","    The father of a grown daughter meets the father of a toddler at a playground and recounts the story of his own relationship with his daughter through the years, including his difficulties with accepting her marriage."
Eedo Rakam Aado Rakam,"Comedy, Romance            ",    What happens when the lives of two friends take an unexpected turn? A whole lot of confusion follows. Will they be able to get out of the mess? That forms the crux of the story.
Asthram,"Action, Crime, Thriller            ","    The story of an honest and strict IPS officer who wants to bring all criminals to justice and wishes to purge the country completely of terrorism, since his family was also once a victim of a terrorist attack."
Ready,"Action, Comedy            ",    A case of mistaken identity leads a college student to abduct a young woman from her wedding ceremony.
Irandam Ulagam,"Action, Fantasy, Romance            ",    Two parallel love stories on two planets.
Sree,Action            ,"    A son gets involved in a land feud to protect his beloved, and ends up taking revenge for his father's death."
Aadi,"Action, Drama, Romance            ","    Aadi Keshava Reddy, a youngster, returns to his homeland after 14 years to take revenge on Nagi Reddy who killed his family."
Jhummandi Naadam,Drama            ,    Balu (Manoj Kumar Manchu) loves music very much. He wants to become a famous musician. He left his village and came to Hyderabad to fulfill his dream. He rented a house across the house of ...                See full summary »
Pandurangadu,"Drama, Fantasy            ",    A playboy in the medieval times discovers his divinity towards Lord Krishna.
Naani,Romance            ,"    Naani is an 8 year old boy who attempts suicide, but is rescued by a scientist who changes his life completely with his invention. The boy had no clue that this will transform his life and teach him how to be a good son, lover and father."
Game,Thriller            ,"    A cabbie and a businessman, both in need of big money, partake in a two-hour adventure together."
Shatamanam Bhavati,Drama            ,    The anguish that negligent children can cause is depicted here from the parents' perspective.
Mass,"Action, Drama            ",    A man taking revenge on the killers of his loyal friend.
Swamy Ra Ra,Crime            ,    A small time crook faces a big time challenge: he must fight to retrieve a priceless article and win the heart of his love.
Ekkadiki Pothavu Chinnavada,"Comedy, Fantasy, Romance            ","    Arjun(Nikhil) is a visual effect supervisor with a bad love failure. One fine day, he takes his friend(Vennela Kishore) for treatment as the latter is possessed by an evil spirit. There he ...                See full summary »"
Amazon Obhijaan,"Action, Adventure            ","    Shankar, an adventurer, teams up with Anna Florian and her father to travel a thousand miles and fight off every danger to reach the mythical city of El Dorado."
Chi La Sow,"Comedy, Romance            ","    While Arjun doesn't want to get married, his parents set up a blind date for him at his place. The story revolves around Arjun, how he falls for the girl he's about to meet, why and how he changed his decision to get married."
Kaathala Kaathala,"Comedy, Drama, Romance            ","    Two friends, both with the name of Lingam, create a comedy of errors and consequent chaos with their girlfriends and their families."
Kanchana 3,"Action, Comedy, Horror            ",    A young man who gets easily scared is possessed by a ghost that is seeking revenge.
Vishnu,"Action, Romance            ","    Vishnu and Vaishnavi are childhood pals. They get separated at a young age. After a gap of 15 years, Vishnu finds Vaishnavi. He does not disclose his identity and instead to win her love on...                See full summary »"
Rakhi,"Action, Drama            ","    A common man after his sister death, he takes the law into his own hands and starts to kill men who harassing women."
Oh My Friend,Romance            ,    Age-old analysis on 'can a man and a woman be friends?'
Balupu,"Action, Comedy            ",    Ravi (Ravi Teja) works as a collection agent of ICICI in Bangalore and leads a happy life along with his friends and his father Mohan Rao (Prakash Raj) who wishes to see Ravi married to a ...                See full summary »
Aadavari Matalaku Ardhalu Verule,"Comedy, Drama, Romance            ","    Ganesh, an unemployed man, lands up in a company where Keerthi, the girl he loves, works but who is already engaged to someone else. Sudden incidents ruin his life and he again comes across her, but refuses to marry her."
Prayanam,Romance            ,"    A boy meets a girl in an airport and falls in love with her, but he has only 2 hours to convince her."
Antariksham 9000 kmph,"Adventure, Drama, Sci-Fi            ","    When a satellite stops communicating, the Indian Space Agency need to bring an engineer out of retirement to help them fix the situation."
Konchem Ishtam Konchem Kashtam,Romance            ,    Siddhu always wears a smile on his face but he has sad past. Geeta joins his college. Both fall in love and are ready to get married. But Geeta's father refuses their love unless Siddhu tackle his Past problem.
Jamba Lakidi Pamba,Comedy            ,    A woman living in Visakhapatnam hates male domination in society and reverses the characteristics of men and women with the help of a magical herb.
Kotigobba 2,"Action, Drama, Thriller            ",    A real estate agent disguised as burglar swindles from rich and also hoodwinks the police to believe that his identical twin brother is behind the robbery.
Kaadhal,Romance            ,"    Aishwarya, a convent-girl from a wealthy family in the town of Madurai (Tamil Nadu) falls in love with a young motor-mechanic, Murugan whom she encounters in the street. Faced with the ...                See full summary »"
Current Theega,"Action, Comedy, Romance            ",    Current Theega is a Telugu Action Comedy Romance directed by G. Nageswara Reddy. The village headman Sivarama Raju (Jagapathi Babu) has three daughters and the youngest one is Kavitha. Raju...                See full summary »
MalliRaava,"Drama, Romance            ","    The love story of Karthik and Anjali, whose paths cross at three different phases of their lives."
Saahasam Swaasaga Saagipo,"Action, Romance            ",    A youngster embarks on a road trip with the love of his life until an accident causes things to get out of control.
Premam,"Comedy, Drama, Romance            ",    Vikram falls in love with three women at different stages of his life which changes him as a person until he finally meets the love of his life.
Johnny,"Action, Drama            ",    A martial arts coach struggles to earn money through fights in order to save his wife suffering from blood cancer.
King,"Action, Comedy, Crime            ",    A hoodlum look-alike assumes the identity of a noble man.
Endrendrum Punnagai,"Comedy, Romance            ","    Three best friends, Gautham, Baby and Sri, decide to stay single all their lives. But Baby and Sri get married and Gautham is left alone until Priya comes into his life."
Mugamoodi,"Action, Adventure            ","    A hopeless young man uses his ""Kung-fu"" skills and mask to tackle a bank robbery group without revealing his identity."
NTR Mahanayakudu,"Biography, Drama            ",    A follow up to NTR: Kathanayakudu which was based on N.T. Rama Rao's life and acting career. This movie will focus on his political career.
PSV Garuda Vega,"Action, Drama            ","    A hacker tries to sell sensitive data related to a scam and an NIA officer accidentally gets involved, saving him from getting killed."
Kurukshetra,"History, War            ","    The film is loosely based on the Indian epic Mahabharata and poet Ranna's Gadhayuddha with the story centered upon Duryodhana, a Kaurava king."
Uu Kodathara Ulikki Padathara,"Action, Drama, Fantasy            ","    With the help of a young man, a ghost get its revenge for its death."
Mr. Nookayya,"Action, Comedy            ","    Nookayya (Manoj Manchu), who calls himself Nokia, is an expert cell phone thief. He has a good heart though and together with his friends Nampally (Paruchuri Venkateswara Rao) and Charger (...                See full summary »"
Mirapakai,"Action, Comedy, Drama            ","    Rishi sends to Hyderabad and join in a college as a Hindi lecturer as a part of an undercover operation. He fall in love with her student Vinamra. Rishi has to extract information about Kittu from Vaishali, another student."
Nenu Meeku Telusa...?,Thriller            ,"    Adi, a wealthy man, loses his memory in an accident, which also leaves his father dead. He is then arrested for the murder of his uncle, but he has no recollection to prove his innocence."
Satya 2,"Action, Crime, Drama            ","    To build a strong underworld, a man comes to Mumbai to rectify the errors made by previous mafia leaders."
Pooja,"Action, Drama            ","    Vasu, a moneylender, foils a planned attempt to kill a police officer by a gang. This sets the gang's leader, Thaandavam, and his goons against him who find out later that Vasu and his family need to be eradicated on more than one count."
Naan Sigappu Manithan,"Action, Drama, Thriller            ",    A narcoleptic becomes a vigilante when tragedy strikes.
Sakthi,"Action, Fantasy            ","    While on a trip, a guide starts protecting the central minister's daughter from some Egyptians who want her and a holy diamond in their custody."
Uyyala Jampala,"Drama, Family, Romance            ","    A romantic entertainer between a ""bava"" and a ""maradalu"" set in a contemporary coastal town."
Khadgam,"Action, Crime, Drama            ","    Koti, an aspiring actor, rickshaw driver Amjad and Radha Krishna, a cop, have all been affected by terrorism. Circumstances bring them together and they decide to foil the plan of a dreaded terrorist."
Major Chandrakanth,"Action, Drama, Thriller            ",    Major Chandrakanth (NTR) is a sincere military soldier and freedom fighter who always fights for justice. He retires from the military and returns home to his family in Hyderabad. His son ...                See full synopsis »
Bachchan,"Action, Crime, Thriller            ",    A real estate businessman is forced to go on a vengeful crusade after the love of his life is tortured by goons.
Manu,"Mystery, Romance, Thriller            ","    Photographer Neela and artist Manu share a unique association - their relationship is the only bright spot in their lives and one that gives them hope. However, destiny has other ideas."
Hyderabad Blues,"Comedy, Drama, Romance            ","    The protagonist of Hyderabad Blues is Varun, played by the director, Nagesh Kukunoor. The movie revolves around his visit home after 12 years in the USA and his resulting culture shock."
Bunny,"Action, Drama            ","    Prior to his marriage, a young man asks for the property of his fiancee's father, a millionaire, to be written in his name."
Ragile Gundelu,Drama            ,"    After her boyfriend jilts her, a vengeful woman returns to wreak havoc in his married life."
Sri Rama Rajyam,"Drama, Fantasy            ","    Lord Rama's life is one of perfect adherence to dharma (righteousness) despite harsh tests of life and time. Sri Rama Rajyam movie explains how poet Valmiki, the author of the epic Ramayana...                See full summary »"
Varudu,"Action, Drama, Thriller            ",    A soon to-be married bride is abducted by a man who is obsessed with her.
Rakshasudu,"Action, Crime, Thriller            ",    A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen girls and murders them brutally.
Gharshana,"Action, Crime, Drama            ",    A vengeful gangster targets and terrorizes an entire police unit and their families.
Gaganam,"Action, Crime, Thriller            ",    It is up to Ravi (Nagarjuna) who has to rescue a flight from Chennnai to Delhi which is hijacked by Yousuf Khan 's men.
Amar Akbar Anthony,Action            ,    A man suffering from Dissociative Identity Disorder has to take revenge against four businessmen for the murder of his family while his past confronts him in the form of his childhood love.
Kathakali,"Action, Thriller            ","    An honest, simple common man is caught in a web of problems when is he accused of killing the leader of a local rowdy gang."
Krishnarjuna Yudham,"Action, Comedy            ",    A pair of look-a-likes hatch a plan to win over the women they love.
Express Raja,"Action, Comedy, Romance            ","    After handing over his girlfriend's favorite dog to dog catchers, Raja loses his love. Now, Raja has to go on an adventurous quest to find the dog before its too late."
Kuselan,"Comedy, Drama, Family            ",    Kuselan revolves around the tale of a beautiful friendship between a popular actor and a poor barber.
Don,"Action, Crime, Drama            ",    A poor man becomes a benevolent gangster but faces threat from an even bigger gangster.
Kantri,Action            ,"    An NRI returns to his village with his family with a mission to better the lives of the village natives. But in a sudden turn of events, the NRI is left helpless, as a fellow villager ...                See full summary »"
Malli Malli Idhi Rani Roju,"Musical, Romance            ",    Malli Malli Idi Rani Roju is a feel good love story which stays within your heart.
Raju Bhai,Drama            ,nan
Ayogya,"Action, Drama            ",    A corrupt police officer finds his life changing when he takes on a case of gang rape.
Gudumba Shankar,"Action, Comedy, Drama            ","    Shankar aka Gudumba Shankar, a petty-thief, falls in love with Gowri. When Shankar learns that Gowri and her family are harassed by powerful goon Kumaraswamy, he sets up a plot to fool kumaraswamy."
Potugadu,"Comedy, Drama            ","    Govinda Naama Sastry (Manoj Manchu) is a young man who decides to commit suicide. He goes to a lonely spot and decides to have one last drink. At about the same time, Venkata Rathnam (...                See full synopsis »"
Vastadu Naa Raju,"Action, Romance            ","    Narasimha (Prakashraj) is a local goon, who resorts to murders and extortion at the behest of Home Minister Adikesavulu (Sayaji Shinde). Narasimha""s life ambition is to become an MLA and ...                See full summary »"
Dubai Seenu,"Action, Comedy            ","    Seenu - Ravi Teja, is fondly called as Dubai Seenu. His sole aim in life is to fly to Dubai and earn tonnes of money. In the process, he gets hold of a broker and gets duped by him in Mumbai."
Dongata,Comedy            ,"    Dongaata is a comedy thriller starring Lakshmi Manchu and Adivi Sesh. The film marks the debut of Vamsi Krishna as a director,and the film has also been produced by Lakshmi Manchu."
Sahasam,"Action, Adventure            ","    Gautham Varma, an A.T.M security guard, goes on a treasure hunt for the diamonds hidden by his grandfather in the Hinglaj temple during the time of the India - Pakistan partition."
Dynamite,"Action, Thriller            ",    Dynamite is the official remake of Tamil film Arima Nambi. The story revolves around the kidnapping of a girl and how the hero tries to hunt down the criminals and save her.
Alex Pandian,Action            ,"    A Chief Minister's daughter is kidnapped for a price. They do not need money , but their demand is worse."
Ragada,"Action, Comedy            ",    A local village rowdy arrives in the city to earn money by any means and participates in a brawl between two rivals that brings him to their attention.
Run,"Action, Comedy, Drama            ",    Siva (Madhavan) comes to Madras from a small Tamil Nadu town to study. He instantly falls in love with elusive stranger Priya (Meera Jasmine) who resists his charms quite persistently. ...                See full summary »
Chalo,"Action, Comedy, Family            ","    Hari (Naga Shaurya)'s fascination is fights and disputes. He is always involved in one or the other fight just for the sake of it. In an interesting scenario, Hari is sent to a village ...                See full summary »"
Munna,Action            ,    Munna is a college student who targets Khakha a local gangster unaware of his father and also takes revenge on him for trafficking his own mother for money.
Disco Raja,"Action, Sci-Fi            ","    Attacked and frozen to death, a dead man is revived by a group of doctors with the help of a technology that brings back dead people alive."
Krishna and His Leela,"Comedy, Romance            ","    Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit."
Yeto Vellipoyindhi Manasu,"Drama, Romance            ",    The ups and downs of a romance between Varun and Nithya from childhood to adolescence.
Praana,"Crime, Drama, Horror            ",    A young woman decides to live a life of solitary in an old mansion away from the city's hustle bustle. Little does she know that the nature surrounding her has other plans for her.
Shankardada Zindabad,Comedy            ,    Shankar Dada joins Mahatma Gandhi to fight against a property owner and works as a radio jockey to solve problems non-violently.
Padi Padi Leche Manasu,"Drama, Romance            ","    Set in Kolkata, the romantic drama chronicles the shared destiny of a young couple as they navigate through the highs and lows of a budding relationship."
Punya Bhoomi Naa Desam,Action            ,"    Punya Bhoomi Naa Desam is a 1994 Indian Telugu film, Directed by A Kodandarami and Produced by Mohan Babu The film Stars Mohan Babu, Meena and Dasari Narayana Rao in lead roles. The music of the film was composed by Bappi Lahiri."
Quick Gun Murugun: Misadventures of an Indian Cowboy,"Action, Comedy, Drama            ",    A once-dead vegetarian cowboy is sent back to life to battle a beef-eating villain.
Adavilo Anna,"Action, Drama            ","    Adavilo Anna is a 1997 Indian Telugu film, directed by B. Gopal and Produced by Mohan Babu. The film stars Mohan Babu, Roja, Manoj Kumar Manchu and Tanikella Bharani in lead roles. The ...                See full summary »"
Thamizh Padam,Comedy            ,"    A Movie kidding about the usual scenes used in vernacular, mostly Tamil movies."
Ek Niranjan,Action            ,"    A bounty hunter searches for the family he was separated from as a child, and falls in love with the sister of a gang member."
Annavaram,"Action, Drama            ",    This is the story of a brother who wanted to give his sister the best of everything.. a pure sentiment story on family.
Bindaas,"Action, Drama, Family            ",    Ajay (Manoj Manchu) and his parents are estranged from their joint family in Rayalaseema. Ajay belongs to the family of Mahendra Naidu (Ahuti Prasad). Seshadri Naidu (Jaya Prakash Reddy) is...                See full summary »
Prema Katha Chitram,"Drama, Horror            ",    Three friends and a stranger go to a house and plan to commit suicide. But later they realize the house is haunted
Jagadeka Veerudu Athiloka Sundari,"Action, Comedy, Family            ",    A man finds a ring that gives the bearer great power but the goddess to whom the ring belongs wants it back.
Vismayam,Drama            ,    The film narrates the life of four persons and their struggle for their survival in differnt situations..
Missamma,"Comedy, Drama, Family            ","    Two unemployed college graduates from Madras, Rao and Mary act as if they are a married couple to get a job as school teachers in a small village called Appapuram. The story unfolds into an...                See full summary »"
Gaddalakonda Ganesh,"Action, Thriller            ","    An aspiring filmmaker who wants to direct a realistic story, stumbles upon a menacing villain and to learn the nitty-gritties of the villain's character, he puts his and his friend's life on the line."
Oka Laila Kosam,"Comedy, Romance            ",    After his post-graduate studies Karthik takes a holiday in Europe. On his return journey he falls in love at first sight with Nandana.The rest of the movie deals with the extent to which he will go to win her heart.
Venky Mama,"Action, Comedy, Drama            ",    A story of nephew and a son which revolves around their emotions and village drama and army based story.
Kick 2,"Action, Comedy, Romance            ","    An NRI doctor returns to India to sell his property, but winds up falling in love."
Gayatri,"Drama, Family            ","    Sivaji, a stage artist, finds whereabouts of his daughter who disappeared two decades ago and finds out that the kidnapper, Gayatri Patel, is an exact lookalike of him."
180,"Drama, Romance            ",    A young man Ajay (cancer victim) meets two lovely women Renu (wife) and Vidya (journalist) in his life.
Shourya,"Romance, Thriller            ",    Shourya and Netra who have eloped to get married get involved in a bigger complication when one of them gets viciously attacked along their way.
Ashta Chamma,Comedy            ,    Ashtachemma Lavanya (Colors Swati) is a hardcore fan of hero Mahesh Babu. And her ambition is to marry hero Mahesh. But her heart is broken when Mahesh married Namrata Sirodkar. She lowers ...                See full summary »
Sigappu Rojakkal,"Drama, Thriller            ","    Kamal Haasan, the central character, is a man terribly soured by his unvaryingly devastating encounters with the opposite sex. He develops a pathological hatred for women and uses his charm...                See full summary »"
LIE,"Action, Thriller            ","    Sathyam is hired by the National Investigation Agency to help catch Padmanabham, the master of disguise, by following a suit which he is assumed to have an obsession with."
Power,Action            ,    Ravi Teja plays a young man desperate to become a police officer. He winds up getting embroiled in a plot to pose as his lookalike in order to re-capture an infamous criminal from rogue cops.
Dev,"Action, Adventure, Romance            ","    Dev, a youngster from a well-to-do family, is an adventure seeker. When his friend playfully tries to set him up with Meghna, a businesswoman who has no time for love, Dev has to embark on an adventure of another kind."
Pataas,"Action, Comedy            ",    A corrupt cop gets himself transferred to Hyderabad where he has a change of heart while trying to teach his estranged but dutiful father a lesson.
Okkadu Migiladu,Action            ,    Based on events during Srilankan civil war and Tamil refugees who were lost in sea without food and water for 10 days on their way to India.
Majnu,"Comedy, Drama, Romance            ",    An assistant director juggles relationships with two women while he writes a romantic comedy.
Srinivasa Kalyanam,"Drama, Family            ","    ""Srinivasa Kalyanam"" illustrates the sacred bond with another human through nuptial rituals and the sanctity of the institution of marriage."
Luck Unnodu,Comedy            ,"    The ironically-named Lucky gets embroiled in a heist when a friend hands him a bag of cash, which was stolen from a don, who stole it from the bank, and will not rest until he recovers it."
Amma Nanna O Tamila Ammayi,"Action, Drama, Sport            ","    A former kick-boxer, after death of his wife, trains his son who hates him for boxing match for revenge on his former student."
Jayasurya,"Action, Thriller            ",    A cop mistakenly believes that taking out three thugs will end Madurai's crime wave.
Bangaram,"Action, Drama            ","    In order to join an international news channel, a fired reporter tries to obtain his boss's signature on a character certificate but is forced by circumstances to help the latter's daughter elope from her wedding."
Dora,"Action, Horror, Thriller            ",    A father and a daughter purchase a used car which is possessed by an unknown dangerous spirit craving for revenge.
Don Seenu,"Action, Comedy            ","    To make himself known as a gang-leader, a man must woo the sister of a dangerous gangster."
Vunnadhi Okate Zindagi,Drama            ,    It's about friendship between 2 friends and how their life changes when a new girl comes into their life and how their friendship will be impacted upon her arrival.
Krishnam Vande Jagadgurum,Action            ,"    In order to fulfill his promise to his grandfather, a man acts in a play in his native village, where he stumbles upon the truth about the death of his parents."
Killing Veerappan,"Action, Biography, Crime            ","    A master strategist is appointed following Veerappan's unabashed spate of crimes and murders. The official puts in place Operation Cocoon, which involves setting up a network of spies and informers."
Gunturodu,"Action, Comedy            ",    A man and woman meet in college and are on their way to a lifetime of happiness when their plans get hijacked.
Mr. Majnu,Romance            ,    A charming playboy who has never had a serious relationship finds himself in a spot of bother when he finally meets the right girl. Will they end up together? Or will his fear of commitment affect their relationship?
Not Today,Drama            ,"    While on vacation with friends in Hyderabad, India, Caden Welles - a privileged young man with the world at his disposal - takes an unexpected turn in life after initially refusing to help a starving man and his daughter."
Oy!,Romance            ,    Uday (Siddharth) is a rich and spoilt brat who believes in short term pleasures. Sandhya (Shamili) is a loner who lives on her own. She is a responsible girl with long term plans and strict...                See full summary »
Nuvve.. Nuvve...,"Drama, Romance            ",    A rich Businessman is obsessed with his daughter who falls for a poor guy.
Loukyam,"Action, Comedy            ",    Venky tries to right his wrongs by involving his family and also convince the girls side without getting messed up in between.
Swathi Muthyam,"Drama, Family, Romance            ","    The story is of mentally slow man, whose life is recapped to his grand-daughter. How he meets his wife (who was a widow), earns his living and fights the injustice he and his wife face."
Life Is Beautiful,"Drama, Romance            ","    It is a coming of age story of six youngsters, set in the beautiful nostalgic world of a working-middle class neighborhood. The film tracks their journey through the different seasons, ...                See full summary »"
Yuvaraju,Romance            ,"    A love traingle.Srinivas(Mahesh Babu) and Srivalli(SakshiSivanand) are college mates who fall in love and decide to get married.Twist in tale occurs when SriLatha(Simran),Childhood friend ...                See full summary »"
Chal Mohan Ranga,Romance            ,"    Mohan Ranga falls in love with Megha Subramanyam, an NRI residing in the United States. Before she can reciprocate his love, circumstances make them fall apart. But destiny has other plans."
Vamsee,Action            ,    Vamsee(Mahesh babu) a fashion designer who got fell in love with Shilpaa(Namratha) a fashion college student when they went for a fashion contest in Australia.After the contest they came ...                See full summary »
Endukante... Premanta,"Comedy, Fantasy, Romance            ","    Unfortunate lovers of past meet in this life. But the meeting encounters escape from Paris, from terrorists and struggle to bring back the love to life. What ensues is a series of comedy ...                See full summary »"
Veyyil,Drama            ,    Story of two brothers told from the perspective of older brother who recalls his childhood memories where he runs away from home and returns after 20 years. The rest of the film is all ...                See full summary »
Mallesham,Biography            ,"    The life of Padma Shri winner Chintakindi Mallesham, who invented the the Asu machine that processes yarn for sarees mechanically, is being recreated in this biopic."
Attack,"Action, Crime, Thriller            ","    Guru Raj, a powerful businessman, is killed and one of his three sons, Kaali, vows to find the culprit. When he is also killed, Radha, Kaali's brother, vows to uncover the killer and exact revenge."
Mosagallaku Mosagadu,"Action, Comedy, Crime            ",    Revolves around god statues stealing issues in India.
Kandireega,"Action, Comedy, Romance            ",    Seenu (Ram) is a street-smart guy who shifts to Hyderabad from Anakapally to complete his degree in a college. He falls in love with Sruthi (Hansika Motwani) who also attends the same ...                See full summary »
Raju Gari Gadhi 2,"Comedy, Horror, Thriller            ","    Rudra, a mentalist and a medium, helps track down a ghost that is haunting a resort."
Superstar Kidnap,Thriller            ,    Three youngsters meet accidentally in a drug deal plan to kidnap superstar maheshbabu to come out of their financial and personal crisis.
Pournami,"Action, Drama, Mystery            ","    A young woman, who has trained for a ceremonial dance, unexpectedly disappears. A stranger with a secret past arrives in town and offers to teach the dance to the woman's younger sister."
Ninne Pelladatha,"Romance, Comedy, Drama            ","    Raju and Mahalaxmi meet at a marriage ceremony and both are attracted to each other. They soon fall deeply in love with each other, and decide to inform their respective parents of their ...                See full summary »"
Shailaja Reddy Alludu,"Action, Comedy, Drama            ",    The son of an egoistic businessman falls in love with an egoistic girl and has to convince her egoistic mother in order to marry her.
Jamba Lakidi Pamba,"Comedy, Fantasy            ",    This is the story of a man and woman who were joined together by destiny and how they were thrown into the brink of divorce due some unexpected twists and turns. The film will be a complete...                See full summary »
